max_features,mse
129,18.481657692311174
130,18.481657692311174
131,18.481657692311174
132,18.481657692311174
133,18.481657692311174
134,18.481657692311174
135,18.481657692311174
136,18.481657692311174
137,18.481657692311174
138,18.481657692311174
139,18.481657692311174
140,18.481657692311174
141,18.481657692311174
142,18.481657692311174
143,18.481657692311174
144,18.481657692311174
145,18.481657692311174
146,18.481657692311174
147,18.481657692311174
148,18.481657692311174
149,18.481657692311174
150,18.481657692311174
151,18.481657692311174
152,18.481657692311174
153,18.481657692311174
154,18.481657692311174
155,18.481657692311174
156,18.481657692311174
157,18.481657692311174
158,18.481657692311174
159,18.481657692311174
160,18.481657692311174
161,18.481657692311174
162,18.481657692311174
163,18.481657692311174
164,18.481657692311174
165,18.481657692311174
166,18.481657692311174
167,18.481657692311174
168,18.481657692311174
169,18.481657692311174
170,18.481657692311174
171,18.481657692311174
172,18.481657692311174
173,18.481657692311174
174,18.481657692311174
175,18.481657692311174
176,18.481657692311174
177,18.481657692311174
178,18.481657692311174
179,18.481657692311174
180,18.481657692311174
181,18.481657692311174
182,18.481657692311174
183,18.481657692311174
184,18.481657692311174
185,18.481657692311174
186,18.481657692311174
187,18.481657692311174
188,18.481657692311174
189,18.481657692311174
190,18.481657692311174
191,18.481657692311174
192,18.481657692311174
193,18.481657692311174
194,18.481657692311174
195,18.481657692311174
196,18.481657692311174
197,18.481657692311174
198,18.481657692311174
199,18.481657692311174
200,18.481657692311174
201,18.481657692311174
202,18.481657692311174
203,18.481657692311174
204,18.481657692311174
205,18.481657692311174
206,18.481657692311174
207,18.481657692311174
208,18.481657692311174
209,18.481657692311174
210,18.481657692311174
211,18.481657692311174
212,18.481657692311174
213,18.481657692311174
214,18.481657692311174
215,18.481657692311174
216,18.481657692311174
217,18.481657692311174
218,18.481657692311174
219,18.481657692311174
220,18.481657692311174
221,18.481657692311174
222,18.481657692311174
223,18.481657692311174
224,18.481657692311174
225,18.481657692311174
226,18.481657692311174
227,18.481657692311174
228,18.481657692311174
229,18.481657692311174
230,18.481657692311174
231,18.481657692311174
232,18.481657692311174
233,18.481657692311174
234,18.481657692311174
235,18.481657692311174
236,18.481657692311174
237,18.481657692311174
238,18.481657692311174
239,18.481657692311174
240,18.481657692311174
241,18.481657692311174
242,18.481657692311174
243,18.481657692311174
244,18.481657692311174
245,18.481657692311174
246,18.481657692311174
247,18.481657692311174
248,18.481657692311174
249,18.481657692311174
250,18.481657692311174
251,18.481657692311174
252,18.481657692311174
253,18.481657692311174
254,18.481657692311174
255,18.481657692311174
256,18.481657692311174
257,18.481657692311174
258,18.481657692311174
259,18.481657692311174
260,18.481657692311174
261,18.481657692311174
262,18.481657692311174
263,18.481657692311174
264,18.481657692311174
265,18.481657692311174
266,18.481657692311174
267,18.481657692311174
268,18.481657692311174
269,18.481657692311174
270,18.481657692311174
271,18.481657692311174
272,18.481657692311174
273,18.481657692311174
274,18.481657692311174
275,18.481657692311174
276,18.481657692311174
277,18.481657692311174
278,18.481657692311174
279,18.481657692311174
280,18.481657692311174
281,18.481657692311174
282,18.481657692311174
283,18.481657692311174
284,18.481657692311174
285,18.481657692311174
286,18.481657692311174
287,18.481657692311174
288,18.481657692311174
289,18.481657692311174
290,18.481657692311174
291,18.481657692311174
292,18.481657692311174
293,18.481657692311174
294,18.481657692311174
295,18.481657692311174
296,18.481657692311174
297,18.481657692311174
298,18.481657692311174
299,18.481657692311174
300,18.481657692311174
