leaf_size,MAE
128,3.215251207753623
129,3.215251207753623
130,3.215251207753623
131,3.215251207753623
132,3.215251207753623
133,3.215251207753623
134,3.215251207753623
135,3.215251207753623
136,3.215251207753623
137,3.215251207753623
138,3.215251207753623
139,3.215251207753623
140,3.215251207753623
141,3.215251207753623
142,3.215251207753623
143,3.215251207753623
144,3.215251207753623
145,3.215251207753623
146,3.215251207753623
147,3.215251207753623
148,3.215251207753623
149,3.215251207753623
150,3.215251207753623
151,3.215251207753623
152,3.215251207753623
153,3.215251207753623
154,3.215251207753623
155,3.215251207753623
156,3.215251207753623
157,3.215251207753623
158,3.215251207753623
159,3.215251207753623
160,3.215251207753623
161,3.215251207753623
162,3.215251207753623
163,3.215251207753623
164,3.215251207753623
165,3.215251207753623
166,3.215251207753623
167,3.215251207753623
168,3.215251207753623
169,3.215251207753623
170,3.215251207753623
171,3.215251207753623
172,3.215251207753623
173,3.215251207753623
174,3.215251207753623
175,3.215251207753623
176,3.215251207753623
177,3.215251207753623
178,3.215251207753623
179,3.215251207753623
180,3.215251207753623
181,3.215251207753623
182,3.215251207753623
183,3.215251207753623
184,3.215251207753623
185,3.215251207753623
186,3.215251207753623
187,3.215251207753623
188,3.215251207753623
189,3.215251207753623
190,3.215251207753623
191,3.215251207753623
192,3.215251207753623
193,3.215251207753623
194,3.215251207753623
195,3.215251207753623
196,3.215251207753623
197,3.215251207753623
198,3.215251207753623
199,3.215251207753623
200,3.215251207753623
201,3.215251207753623
202,3.215251207753623
203,3.215251207753623
204,3.215251207753623
205,3.215251207753623
206,3.215251207753623
207,3.215251207753623
208,3.215251207753623
209,3.215251207753623
210,3.215251207753623
211,3.215251207753623
212,3.215251207753623
213,3.215251207753623
214,3.215251207753623
215,3.215251207753623
216,3.215251207753623
217,3.215251207753623
218,3.215251207753623
219,3.215251207753623
220,3.215251207753623
221,3.215251207753623
222,3.215251207753623
223,3.215251207753623
224,3.215251207753623
225,3.215251207753623
226,3.215251207753623
227,3.215251207753623
228,3.215251207753623
229,3.215251207753623
230,3.215251207753623
231,3.215251207753623
232,3.215251207753623
233,3.215251207753623
234,3.215251207753623
235,3.215251207753623
236,3.215251207753623
237,3.215251207753623
238,3.215251207753623
239,3.215251207753623
240,3.215251207753623
241,3.215251207753623
242,3.215251207753623
243,3.215251207753623
244,3.215251207753623
245,3.215251207753623
246,3.215251207753623
247,3.215251207753623
248,3.215251207753623
249,3.215251207753623
250,3.215251207753623
251,3.215251207753623
252,3.215251207753623
253,3.215251207753623
254,3.215251207753623
255,3.215251207753623
256,3.215251207753623
257,3.215251207753623
258,3.215251207753623
259,3.215251207753623
260,3.215251207753623
261,3.215251207753623
262,3.215251207753623
263,3.215251207753623
264,3.215251207753623
265,3.215251207753623
266,3.215251207753623
267,3.215251207753623
268,3.215251207753623
269,3.215251207753623
270,3.215251207753623
271,3.215251207753623
272,3.215251207753623
273,3.215251207753623
274,3.215251207753623
275,3.215251207753623
276,3.215251207753623
277,3.215251207753623
278,3.215251207753623
279,3.215251207753623
280,3.215251207753623
281,3.215251207753623
282,3.215251207753623
283,3.215251207753623
284,3.215251207753623
285,3.215251207753623
286,3.215251207753623
287,3.215251207753623
288,3.215251207753623
289,3.215251207753623
290,3.215251207753623
291,3.215251207753623
292,3.215251207753623
293,3.215251207753623
294,3.215251207753623
295,3.215251207753623
296,3.215251207753623
297,3.215251207753623
298,3.215251207753623
299,3.215251207753623
300,3.215251207753623
