formula,original_formula,thermal_expansion,li ion conductivity
Li0.0893Ni0.0268Ga0.0089Ti0.0714P0.1607O0.6429,Li1.6667Ni0.5Ga0.1667Ti1.3333P3O12,13.329165,4.745205094576894
Li0.0893Ni0.0357Ga0.0000Ti0.0714P0.1607O0.6429,Li1.6667Ni0.6667Ga0.0Ti1.3333P3O12,13.329165,
Li0.0973Ni0.0000Ga0.0442Ti0.0619P0.1593O0.6372,Li1.8333Ni0.0Ga0.8333Ti1.1667P3O12,8.099321,
Li0.0973Ni0.0177Ga0.0265Ti0.0619P0.1593O0.6372,Li1.8333Ni0.3333Ga0.5Ti1.1667P3O12,8.099321,3.1161047689923964
Li0.0973Ni0.0265Ga0.0177Ti0.0619P0.1593O0.6372,Li1.8333Ni0.5Ga0.3333Ti1.1667P3O12,13.299151,4.324603286264138
Li0.0973Ni0.0442Ga0.0000Ti0.0619P0.1593O0.6372,Li1.8333Ni0.8333Ga0.0Ti1.1667P3O12,13.373692,
Li0.1053Ni0.0000Ga0.0526Ti0.0526P0.1579O0.6316,Li2.0Ni0.0Ga1.0Ti1.0P3O12,8.099321,
Li0.1053Ni0.0088Ga0.0439Ti0.0526P0.1579O0.6316,Li2.0Ni0.1667Ga0.8333Ti1.0P3O12,8.099321,1.735671854333358
Li0.1053Ni0.0175Ga0.0351Ti0.0526P0.1579O0.6316,Li2.0Ni0.3333Ga0.6667Ti1.0P3O12,8.099321,3.0250890460404536
Li0.1053Ni0.0263Ga0.0263Ti0.0526P0.1579O0.6316,Li2.0Ni0.5Ga0.5Ti1.0P3O12,13.299151,4.18715153018968
Li0.1053Ni0.0351Ga0.0175Ti0.0526P0.1579O0.6316,Li2.0Ni0.6667Ga0.3333Ti1.0P3O12,13.299151,5.335431076144814
Li0.1053Ni0.0439Ga0.0088Ti0.0526P0.1579O0.6316,Li2.0Ni0.8333Ga0.1667Ti1.0P3O12,13.373692,6.600259410704829
Li0.1053Ni0.0526Ga0.0000Ti0.0526P0.1579O0.6316,Li2.0Ni1.0Ga0.0Ti1.0P3O12,13.373692,
Li0.1130Ni0.0000Ga0.0609Ti0.0435P0.1565O0.6261,Li2.1667Ni0.0Ga1.1667Ti0.8333P3O12,6.7658024,
Li0.1130Ni0.0087Ga0.0522Ti0.0435P0.1565O0.6261,Li2.1667Ni0.1667Ga1.0Ti0.8333P3O12,8.099321,0.122254008273972
Li0.1130Ni0.0261Ga0.0348Ti0.0435P0.1565O0.6261,Li2.1667Ni0.5Ga0.6667Ti0.8333P3O12,13.299151,1.6463393401229884
Li0.1130Ni0.0348Ga0.0261Ti0.0435P0.1565O0.6261,Li2.1667Ni0.6667Ga0.5Ti0.8333P3O12,13.299151,2.1754696258350608
Li0.1130Ni0.0522Ga0.0087Ti0.0435P0.1565O0.6261,Li2.1667Ni1.0Ga0.1667Ti0.8333P3O12,13.373692,0.079113844069791
Li0.1130Ni0.0609Ga0.0000Ti0.0435P0.1565O0.6261,Li2.1667Ni1.1667Ga0.0Ti0.8333P3O12,13.441338,
Li0.1207Ni0.0000Ga0.0690Ti0.0345P0.1552O0.6207,Li2.3333Ni0.0Ga1.3333Ti0.6667P3O12,6.7658024,
Li0.1207Ni0.0172Ga0.0517Ti0.0345P0.1552O0.6207,Li2.3333Ni0.3333Ga1.0Ti0.6667P3O12,8.099321,0.22091983236139615
Li0.1207Ni0.0259Ga0.0431Ti0.0345P0.1552O0.6207,Li2.3333Ni0.5Ga0.8333Ti0.6667P3O12,13.299151,1.4798891871188986
Li0.1207Ni0.0431Ga0.0259Ti0.0345P0.1552O0.6207,Li2.3333Ni0.8333Ga0.5Ti0.6667P3O12,13.3436775,2.406473230677535
Li0.1207Ni0.0517Ga0.0172Ti0.0345P0.1552O0.6207,Li2.3333Ni1.0Ga0.3333Ti0.6667P3O12,13.3436775,0.09046627367431556
Li0.1207Ni0.0690Ga0.0000Ti0.0345P0.1552O0.6207,Li2.3333Ni1.3333Ga0.0Ti0.6667P3O12,13.441338,
Li0.1282Ni0.0000Ga0.0769Ti0.0256P0.1538O0.6154,Li2.5Ni0.0Ga1.5Ti0.5P3O12,6.7658024,
Li0.1282Ni0.0085Ga0.0684Ti0.0256P0.1538O0.6154,Li2.5Ni0.1667Ga1.3333Ti0.5P3O12,6.7658024,0.1394950853682656
Li0.1282Ni0.0171Ga0.0598Ti0.0256P0.1538O0.6154,Li2.5Ni0.3333Ga1.1667Ti0.5P3O12,6.7658024,0.23384800973040307
Li0.1282Ni0.0256Ga0.0513Ti0.0256P0.1538O0.6154,Li2.5Ni0.5Ga1.0Ti0.5P3O12,13.299151,0.30501343693741156
Li0.1282Ni0.0342Ga0.0427Ti0.0256P0.1538O0.6154,Li2.5Ni0.6667Ga0.8333Ti0.5P3O12,13.299151,1.7072483631331454
Li0.1282Ni0.0427Ga0.0342Ti0.0256P0.1538O0.6154,Li2.5Ni0.8333Ga0.6667Ti0.5P3O12,13.3436775,2.088986147051902
Li0.1282Ni0.0513Ga0.0256Ti0.0256P0.1538O0.6154,Li2.5Ni1.0Ga0.5Ti0.5P3O12,13.3436775,0.10750350276205892
Li0.1282Ni0.0598Ga0.0171Ti0.0256P0.1538O0.6154,Li2.5Ni1.1667Ga0.3333Ti0.5P3O12,13.3436775,0.09699464145725929
Li0.1282Ni0.0684Ga0.0085Ti0.0256P0.1538O0.6154,Li2.5Ni1.3333Ga0.1667Ti0.5P3O12,13.441338,0.08255951252756019
Li0.1282Ni0.0769Ga0.0000Ti0.0256P0.1538O0.6154,Li2.5Ni1.5Ga0.0Ti0.5P3O12,13.441338,
Li0.1356Ni0.0000Ga0.0847Ti0.0169P0.1525O0.6102,Li2.6667Ni0.0Ga1.6667Ti0.3333P3O12,6.7658024,
Li0.1356Ni0.0085Ga0.0763Ti0.0169P0.1525O0.6102,Li2.6667Ni0.1667Ga1.5Ti0.3333P3O12,6.7658024,0.15537843863470474
Li0.1356Ni0.0254Ga0.0593Ti0.0169P0.1525O0.6102,Li2.6667Ni0.5Ga1.1667Ti0.3333P3O12,11.965636,0.32317574080499806
Li0.1356Ni0.0339Ga0.0508Ti0.0169P0.1525O0.6102,Li2.6667Ni0.6667Ga1.0Ti0.3333P3O12,13.299151,0.3823859159933948
Li0.1356Ni0.0508Ga0.0339Ti0.0169P0.1525O0.6102,Li2.6667Ni1.0Ga0.6667Ti0.3333P3O12,13.3436775,0.14040065891885758
Li0.1356Ni0.0593Ga0.0254Ti0.0169P0.1525O0.6102,Li2.6667Ni1.1667Ga0.5Ti0.3333P3O12,13.3436775,0.12741304092584724
Li0.1356Ni0.0763Ga0.0085Ti0.0169P0.1525O0.6102,Li2.6667Ni1.5Ga0.1667Ti0.3333P3O12,13.441338,0.0937860845511806
Li0.1356Ni0.0847Ga0.0000Ti0.0169P0.1525O0.6102,Li2.6667Ni1.6667Ga0.0Ti0.3333P3O12,13.38264,
Li0.1429Ni0.0000Ga0.0924Ti0.0084P0.1513O0.6050,Li2.8333Ni0.0Ga1.8333Ti0.1667P3O12,10.497339,
Li0.1429Ni0.0168Ga0.0756Ti0.0084P0.1513O0.6050,Li2.8333Ni0.3333Ga1.5Ti0.1667P3O12,10.497339,0.2858259502426714
Li0.1429Ni0.0252Ga0.0672Ti0.0084P0.1513O0.6050,Li2.8333Ni0.5Ga1.3333Ti0.1667P3O12,13.917417,0.3608680974950338
Li0.1429Ni0.0420Ga0.0504Ti0.0084P0.1513O0.6050,Li2.8333Ni0.8333Ga1.0Ti0.1667P3O12,15.295458,0.46961551764696247
Li0.1429Ni0.0504Ga0.0420Ti0.0084P0.1513O0.6050,Li2.8333Ni1.0Ga0.8333Ti0.1667P3O12,15.295458,0.2020996661027732
Li0.1429Ni0.0672Ga0.0252Ti0.0084P0.1513O0.6050,Li2.8333Ni1.3333Ga0.5Ti0.1667P3O12,15.363104,0.17645879329545933
Li0.1429Ni0.0756Ga0.0168Ti0.0084P0.1513O0.6050,Li2.8333Ni1.5Ga0.3333Ti0.1667P3O12,15.363104,0.15633501980728973
Li0.1429Ni0.0924Ga0.0000Ti0.0084P0.1513O0.6050,Li2.8333Ni1.8333Ga0.0Ti0.1667P3O12,15.33442,
Li0.1500Ni0.0000Ga0.1000Ti0.0000P0.1500O0.6000,Li3.0Ni0.0Ga2.0Ti0.0P3O12,13.755412,
Li0.1500Ni0.0083Ga0.0917Ti0.0000P0.1500O0.6000,Li3.0Ni0.1667Ga1.8333Ti0.0P3O12,13.843395,
Li0.1500Ni0.0167Ga0.0833Ti0.0000P0.1500O0.6000,Li3.0Ni0.3333Ga1.6667Ti0.0P3O12,13.843395,
Li0.1500Ni0.0250Ga0.0750Ti0.0000P0.1500O0.6000,Li3.0Ni0.5Ga1.5Ti0.0P3O12,17.26347,
Li0.1500Ni0.0333Ga0.0667Ti0.0000P0.1500O0.6000,Li3.0Ni0.6667Ga1.3333Ti0.0P3O12,17.26347,
Li0.1500Ni0.0417Ga0.0583Ti0.0000P0.1500O0.6000,Li3.0Ni0.8333Ga1.1667Ti0.0P3O12,18.641512,
Li0.1500Ni0.0500Ga0.0500Ti0.0000P0.1500O0.6000,Li3.0Ni1.0Ga1.0Ti0.0P3O12,18.641512,
Li0.1500Ni0.0583Ga0.0417Ti0.0000P0.1500O0.6000,Li3.0Ni1.1667Ga0.8333Ti0.0P3O12,18.641512,
Li0.1500Ni0.0667Ga0.0333Ti0.0000P0.1500O0.6000,Li3.0Ni1.3333Ga0.6667Ti0.0P3O12,18.709158,
Li0.1500Ni0.0750Ga0.0250Ti0.0000P0.1500O0.6000,Li3.0Ni1.5Ga0.5Ti0.0P3O12,18.709158,
Li0.1500Ni0.0833Ga0.0167Ti0.0000P0.1500O0.6000,Li3.0Ni1.6667Ga0.3333Ti0.0P3O12,18.65046,
Li0.1500Ni0.0917Ga0.0083Ti0.0000P0.1500O0.6000,Li3.0Ni1.8333Ga0.1667Ti0.0P3O12,18.680473,
Li0.1500Ni0.1000Ga0.0000Ti0.0000P0.1500O0.6000,Li3.0Ni2.0Ga0.0Ti0.0P3O12,18.680473,
Li0.0556Ni0.0000In0.0000Ti0.1111P0.1667O0.6667,Li1.0Ni0.0In0.0Ti2.0P3O12,7.7087817,
Li0.0642Ni0.0000In0.0092Ti0.1009P0.1651O0.6605,Li1.1667Ni0.0In0.1667Ti1.8333P3O12,7.7087817,
Li0.0642Ni0.0092In0.0000Ti0.1009P0.1651O0.6605,Li1.1667Ni0.1667In0.0Ti1.8333P3O12,7.7087817,
Li0.0727Ni0.0000In0.0182Ti0.0909P0.1636O0.6545,Li1.3333Ni0.0In0.3333Ti1.6667P3O12,8.017441,
Li0.0727Ni0.0182In0.0000Ti0.0909P0.1636O0.6545,Li1.3333Ni0.3333In0.0Ti1.6667P3O12,7.7087817,
Li0.0811Ni0.0000In0.0270Ti0.0811P0.1622O0.6486,Li1.5Ni0.0In0.5Ti1.5P3O12,8.31198,
Li0.0811Ni0.0090In0.0180Ti0.0811P0.1622O0.6486,Li1.5Ni0.1667In0.3333Ti1.5P3O12,8.036197,1.1098919334221915
Li0.0811Ni0.0180In0.0090Ti0.0811P0.1622O0.6486,Li1.5Ni0.3333In0.1667Ti1.5P3O12,7.750805,2.1851397028225725
Li0.0811Ni0.0270In0.0000Ti0.0811P0.1622O0.6486,Li1.5Ni0.5In0.0Ti1.5P3O12,12.950637,
Li0.0893Ni0.0000In0.0357Ti0.0714P0.1607O0.6429,Li1.6667Ni0.0In0.6667Ti1.3333P3O12,8.690509,
Li0.0893Ni0.0089In0.0268Ti0.0714P0.1607O0.6429,Li1.6667Ni0.1667In0.5Ti1.3333P3O12,8.690509,1.0528344472454407
Li0.0893Ni0.0268In0.0089Ti0.0714P0.1607O0.6429,Li1.6667Ni0.5In0.1667Ti1.3333P3O12,13.329165,2.861998033388551
Li0.0893Ni0.0357In0.0000Ti0.0714P0.1607O0.6429,Li1.6667Ni0.6667In0.0Ti1.3333P3O12,13.329165,
Li0.0973Ni0.0000In0.0442Ti0.0619P0.1593O0.6372,Li1.8333Ni0.0In0.8333Ti1.1667P3O12,8.690509,
Li0.0973Ni0.0177In0.0265Ti0.0619P0.1593O0.6372,Li1.8333Ni0.3333In0.5Ti1.1667P3O12,8.690509,1.8547780598955688
Li0.0973Ni0.0265In0.0177Ti0.0619P0.1593O0.6372,Li1.8333Ni0.5In0.3333Ti1.1667P3O12,13.6145525,2.6367757627542066
Li0.0973Ni0.0442In0.0000Ti0.0619P0.1593O0.6372,Li1.8333Ni0.8333In0.0Ti1.1667P3O12,13.373692,
Li0.1053Ni0.0000In0.0526Ti0.0526P0.1579O0.6316,Li2.0Ni0.0In1.0Ti1.0P3O12,8.690509,
Li0.1053Ni0.0088In0.0439Ti0.0526P0.1579O0.6316,Li2.0Ni0.1667In0.8333Ti1.0P3O12,8.690509,1.0233828553575415
Li0.1053Ni0.0175In0.0351Ti0.0526P0.1579O0.6316,Li2.0Ni0.3333In0.6667Ti1.0P3O12,8.690509,1.8131413941940406
Li0.1053Ni0.0263In0.0263Ti0.0526P0.1579O0.6316,Li2.0Ni0.5In0.5Ti1.0P3O12,13.890336,2.535202649168765
Li0.1053Ni0.0351In0.0175Ti0.0526P0.1579O0.6316,Li2.0Ni0.6667In0.3333Ti1.0P3O12,13.603087,3.2163624853644235
Li0.1053Ni0.0439In0.0088Ti0.0526P0.1579O0.6316,Li2.0Ni0.8333In0.1667Ti1.0P3O12,13.373692,3.972499699251349
Li0.1053Ni0.0526In0.0000Ti0.0526P0.1579O0.6316,Li2.0Ni1.0In0.0Ti1.0P3O12,13.373692,
Li0.1130Ni0.0000In0.0609Ti0.0435P0.1565O0.6261,Li2.1667Ni0.0In1.1667Ti0.8333P3O12,8.690509,
Li0.1130Ni0.0087In0.0522Ti0.0435P0.1565O0.6261,Li2.1667Ni0.1667In1.0Ti0.8333P3O12,8.690509,0.02903106499011505
Li0.1130Ni0.0261In0.0348Ti0.0435P0.1565O0.6261,Li2.1667Ni0.5In0.6667Ti0.8333P3O12,13.890336,0.5869017655716778
Li0.1130Ni0.0348In0.0261Ti0.0435P0.1565O0.6261,Li2.1667Ni0.6667In0.5Ti0.8333P3O12,13.890336,0.7836426615824952
Li0.1130Ni0.0522In0.0087Ti0.0435P0.1565O0.6261,Li2.1667Ni1.0In0.1667Ti0.8333P3O12,13.373692,0.05803347158398115
Li0.1130Ni0.0609In0.0000Ti0.0435P0.1565O0.6261,Li2.1667Ni1.1667In0.0Ti0.8333P3O12,13.441338,
Li0.1207Ni0.0000In0.0690Ti0.0345P0.1552O0.6207,Li2.3333Ni0.0In1.3333Ti0.6667P3O12,8.690509,
Li0.1207Ni0.0172In0.0517Ti0.0345P0.1552O0.6207,Li2.3333Ni0.3333In1.0Ti0.6667P3O12,8.690509,0.05299670710434079
Li0.1207Ni0.0259In0.0431Ti0.0345P0.1552O0.6207,Li2.3333Ni0.5In0.8333Ti0.6667P3O12,13.890336,0.5359423904568983
Li0.1207Ni0.0431In0.0259Ti0.0345P0.1552O0.6207,Li2.3333Ni0.8333In0.5Ti0.6667P3O12,13.934862,0.8636455984668118
Li0.1207Ni0.0517In0.0172Ti0.0345P0.1552O0.6207,Li2.3333Ni1.0In0.3333Ti0.6667P3O12,13.647614,0.06097575746538293
Li0.1207Ni0.0690In0.0000Ti0.0345P0.1552O0.6207,Li2.3333Ni1.3333In0.0Ti0.6667P3O12,13.441338,
Li0.1282Ni0.0000In0.0769Ti0.0256P0.1538O0.6154,Li2.5Ni0.0In1.5Ti0.5P3O12,5.7995377,
Li0.1282Ni0.0085In0.0684Ti0.0256P0.1538O0.6154,Li2.5Ni0.1667In1.3333Ti0.5P3O12,8.690509,0.034149947864794424
Li0.1282Ni0.0171In0.0598Ti0.0256P0.1538O0.6154,Li2.5Ni0.3333In1.1667Ti0.5P3O12,8.690509,0.05669936381536201
Li0.1282Ni0.0256In0.0513Ti0.0256P0.1538O0.6154,Li2.5Ni0.5In1.0Ti0.5P3O12,13.890336,0.07408283575707632
Li0.1282Ni0.0342In0.0427Ti0.0256P0.1538O0.6154,Li2.5Ni0.6667In0.8333Ti0.5P3O12,13.890336,0.626696674257446
Li0.1282Ni0.0427In0.0342Ti0.0256P0.1538O0.6154,Li2.5Ni0.8333In0.6667Ti0.5P3O12,13.934862,0.7495908661771281
Li0.1282Ni0.0513In0.0256Ti0.0256P0.1538O0.6154,Li2.5Ni1.0In0.5Ti0.5P3O12,13.934862,0.05526980177645833
Li0.1282Ni0.0598In0.0171Ti0.0256P0.1538O0.6154,Li2.5Ni1.1667In0.3333Ti0.5P3O12,13.647614,0.06212021039908975
Li0.1282Ni0.0684In0.0085Ti0.0256P0.1538O0.6154,Li2.5Ni1.3333In0.1667Ti0.5P3O12,13.441338,0.05823171850820978
Li0.1282Ni0.0769In0.0000Ti0.0256P0.1538O0.6154,Li2.5Ni1.5In0.0Ti0.5P3O12,13.441338,
Li0.1356Ni0.0000In0.0847Ti0.0169P0.1525O0.6102,Li2.6667Ni0.0In1.6667Ti0.3333P3O12,5.7995377,
Li0.1356Ni0.0085In0.0763Ti0.0169P0.1525O0.6102,Li2.6667Ni0.1667In1.5Ti0.3333P3O12,8.690509,0.03851145136445969
Li0.1356Ni0.0254In0.0593Ti0.0169P0.1525O0.6102,Li2.6667Ni0.5In1.1667Ti0.3333P3O12,13.890336,0.07997391928030173
Li0.1356Ni0.0339In0.0508Ti0.0169P0.1525O0.6102,Li2.6667Ni0.6667In1.0Ti0.3333P3O12,13.890336,0.09751509450858092
Li0.1356Ni0.0508In0.0339Ti0.0169P0.1525O0.6102,Li2.6667Ni1.0In0.6667Ti0.3333P3O12,13.934862,0.05132534969130567
Li0.1356Ni0.0593In0.0254Ti0.0169P0.1525O0.6102,Li2.6667Ni1.1667In0.5Ti0.3333P3O12,13.934862,0.056899925006511844
Li0.1356Ni0.0763In0.0085Ti0.0169P0.1525O0.6102,Li2.6667Ni1.5In0.1667Ti0.3333P3O12,13.441338,0.06097294570196015
Li0.1356Ni0.0847In0.0000Ti0.0169P0.1525O0.6102,Li2.6667Ni1.6667In0.0Ti0.3333P3O12,13.38264,
Li0.1429Ni0.0000In0.0924Ti0.0084P0.1513O0.6050,Li2.8333Ni0.0In1.8333Ti0.1667P3O12,9.531069,
Li0.1429Ni0.0168In0.0756Ti0.0084P0.1513O0.6050,Li2.8333Ni0.3333In1.5Ti0.1667P3O12,12.422039,0.07412612113607082
Li0.1429Ni0.0252In0.0672Ti0.0084P0.1513O0.6050,Li2.8333Ni0.5In1.3333Ti0.1667P3O12,15.842115,0.0964124777179361
Li0.1429Ni0.0420In0.0504Ti0.0084P0.1513O0.6050,Li2.8333Ni0.8333In1.0Ti0.1667P3O12,15.886644,0.1295773336204623
Li0.1429Ni0.0504In0.0420Ti0.0084P0.1513O0.6050,Li2.8333Ni1.0In0.8333Ti0.1667P3O12,15.886644,0.05375527228251925
Li0.1429Ni0.0672In0.0252Ti0.0084P0.1513O0.6050,Li2.8333Ni1.3333In0.5Ti0.1667P3O12,15.95429,0.06123795552192951
Li0.1429Ni0.0756In0.0168Ti0.0084P0.1513O0.6050,Li2.8333Ni1.5In0.3333Ti0.1667P3O12,15.66704,0.06890286589376829
Li0.1429Ni0.0924In0.0000Ti0.0084P0.1513O0.6050,Li2.8333Ni1.8333In0.0Ti0.1667P3O12,15.33442,
Li0.1500Ni0.0000In0.1000Ti0.0000P0.1500O0.6000,Li3.0Ni0.0In2.0Ti0.0P3O12,12.877124,
Li0.1500Ni0.0083In0.0917Ti0.0000P0.1500O0.6000,Li3.0Ni0.1667In1.8333Ti0.0P3O12,12.877124,
Li0.1500Ni0.0167In0.0833Ti0.0000P0.1500O0.6000,Li3.0Ni0.3333In1.6667Ti0.0P3O12,12.877124,
Li0.1500Ni0.0250In0.0750Ti0.0000P0.1500O0.6000,Li3.0Ni0.5In1.5Ti0.0P3O12,19.188171,
Li0.1500Ni0.0333In0.0667Ti0.0000P0.1500O0.6000,Li3.0Ni0.6667In1.3333Ti0.0P3O12,19.188171,
Li0.1500Ni0.0417In0.0583Ti0.0000P0.1500O0.6000,Li3.0Ni0.8333In1.1667Ti0.0P3O12,19.232695,
Li0.1500Ni0.0500In0.0500Ti0.0000P0.1500O0.6000,Li3.0Ni1.0In1.0Ti0.0P3O12,19.232695,
Li0.1500Ni0.0583In0.0417Ti0.0000P0.1500O0.6000,Li3.0Ni1.1667In0.8333Ti0.0P3O12,19.232695,
Li0.1500Ni0.0667In0.0333Ti0.0000P0.1500O0.6000,Li3.0Ni1.3333In0.6667Ti0.0P3O12,19.30034,
Li0.1500Ni0.0750In0.0250Ti0.0000P0.1500O0.6000,Li3.0Ni1.5In0.5Ti0.0P3O12,19.30034,
Li0.1500Ni0.0833In0.0167Ti0.0000P0.1500O0.6000,Li3.0Ni1.6667In0.3333Ti0.0P3O12,18.954395,
Li0.1500Ni0.0917In0.0083Ti0.0000P0.1500O0.6000,Li3.0Ni1.8333In0.1667Ti0.0P3O12,18.680473,
Li0.1500Ni0.1000In0.0000Ti0.0000P0.1500O0.6000,Li3.0Ni2.0In0.0Ti0.0P3O12,18.680473,
Li0.0556Ni0.0000Mn0.0000Ti0.1111P0.1667O0.6667,Li1.0Ni0.0Mn0.0Ti2.0P3O12,7.7087817,
Li0.0642Ni0.0000Mn0.0092Ti0.1009P0.1651O0.6605,Li1.1667Ni0.0Mn0.1667Ti1.8333P3O12,7.7087817,
Li0.0642Ni0.0092Mn0.0000Ti0.1009P0.1651O0.6605,Li1.1667Ni0.1667Mn0.0Ti1.8333P3O12,7.7087817,
Li0.0727Ni0.0000Mn0.0182Ti0.0909P0.1636O0.6545,Li1.3333Ni0.0Mn0.3333Ti1.6667P3O12,7.7087817,
Li0.0727Ni0.0182Mn0.0000Ti0.0909P0.1636O0.6545,Li1.3333Ni0.3333Mn0.0Ti1.6667P3O12,7.7087817,
Li0.0811Ni0.0000Mn0.0270Ti0.0811P0.1622O0.6486,Li1.5Ni0.0Mn0.5Ti1.5P3O12,7.750805,
Li0.0811Ni0.0090Mn0.0180Ti0.0811P0.1622O0.6486,Li1.5Ni0.1667Mn0.3333Ti1.5P3O12,7.750805,0.43039811738073536
Li0.0811Ni0.0180Mn0.0090Ti0.0811P0.1622O0.6486,Li1.5Ni0.3333Mn0.1667Ti1.5P3O12,7.750805,0.7761433324861209
Li0.0811Ni0.0270Mn0.0000Ti0.0811P0.1622O0.6486,Li1.5Ni0.5Mn0.0Ti1.5P3O12,12.950637,
Li0.0893Ni0.0000Mn0.0357Ti0.0714P0.1607O0.6429,Li1.6667Ni0.0Mn0.6667Ti1.3333P3O12,8.129335,
Li0.0893Ni0.0089Mn0.0268Ti0.0714P0.1607O0.6429,Li1.6667Ni0.1667Mn0.5Ti1.3333P3O12,8.129335,0.4096708868210877
Li0.0893Ni0.0268Mn0.0089Ti0.0714P0.1607O0.6429,Li1.6667Ni0.5Mn0.1667Ti1.3333P3O12,13.329165,0.988748767164949
Li0.0893Ni0.0357Mn0.0000Ti0.0714P0.1607O0.6429,Li1.6667Ni0.6667Mn0.0Ti1.3333P3O12,13.329165,
Li0.0973Ni0.0000Mn0.0442Ti0.0619P0.1593O0.6372,Li1.8333Ni0.0Mn0.8333Ti1.1667P3O12,7.1790795,
Li0.0973Ni0.0177Mn0.0265Ti0.0619P0.1593O0.6372,Li1.8333Ni0.3333Mn0.5Ti1.1667P3O12,8.129335,0.6964600713490994
Li0.0973Ni0.0265Mn0.0177Ti0.0619P0.1593O0.6372,Li1.8333Ni0.5Mn0.3333Ti1.1667P3O12,13.329165,0.9444157495948975
Li0.0973Ni0.0442Mn0.0000Ti0.0619P0.1593O0.6372,Li1.8333Ni0.8333Mn0.0Ti1.1667P3O12,13.373692,
Li0.1053Ni0.0000Mn0.0526Ti0.0526P0.1579O0.6316,Li2.0Ni0.0Mn1.0Ti1.0P3O12,7.5443654,
Li0.1053Ni0.0088Mn0.0439Ti0.0526P0.1579O0.6316,Li2.0Ni0.1667Mn0.8333Ti1.0P3O12,7.1790795,0.3839313270344652
Li0.1053Ni0.0175Mn0.0351Ti0.0526P0.1579O0.6316,Li2.0Ni0.3333Mn0.6667Ti1.0P3O12,8.129335,0.6859436688713556
Li0.1053Ni0.0263Mn0.0263Ti0.0526P0.1579O0.6316,Li2.0Ni0.5Mn0.5Ti1.0P3O12,13.329165,0.9213443734540753
Li0.1053Ni0.0351Mn0.0175Ti0.0526P0.1579O0.6316,Li2.0Ni0.6667Mn0.3333Ti1.0P3O12,13.329165,1.1359609885923287
Li0.1053Ni0.0439Mn0.0088Ti0.0526P0.1579O0.6316,Li2.0Ni0.8333Mn0.1667Ti1.0P3O12,13.373692,1.318765970317272
Li0.1053Ni0.0526Mn0.0000Ti0.0526P0.1579O0.6316,Li2.0Ni1.0Mn0.0Ti1.0P3O12,13.373692,
Li0.1130Ni0.0000Mn0.0609Ti0.0435P0.1565O0.6261,Li2.1667Ni0.0Mn1.1667Ti0.8333P3O12,7.5443654,
Li0.1130Ni0.0087Mn0.0522Ti0.0435P0.1565O0.6261,Li2.1667Ni0.1667Mn1.0Ti0.8333P3O12,7.5443654,0.30991061224065497
Li0.1130Ni0.0261Mn0.0348Ti0.0435P0.1565O0.6261,Li2.1667Ni0.5Mn0.6667Ti0.8333P3O12,13.329165,0.12100797072922767
Li0.1130Ni0.0348Mn0.0261Ti0.0435P0.1565O0.6261,Li2.1667Ni0.6667Mn0.5Ti0.8333P3O12,13.329165,0.1376485161299574
Li0.1130Ni0.0522Mn0.0087Ti0.0435P0.1565O0.6261,Li2.1667Ni1.0Mn0.1667Ti0.8333P3O12,13.373692,0.11136204409779188
Li0.1130Ni0.0609Mn0.0000Ti0.0435P0.1565O0.6261,Li2.1667Ni1.1667Mn0.0Ti0.8333P3O12,13.441338,
Li0.1207Ni0.0000Mn0.0690Ti0.0345P0.1552O0.6207,Li2.3333Ni0.0Mn1.3333Ti0.6667P3O12,7.5443654,
Li0.1207Ni0.0172Mn0.0517Ti0.0345P0.1552O0.6207,Li2.3333Ni0.3333Mn1.0Ti0.6667P3O12,7.5443654,0.57363137602804
Li0.1207Ni0.0259Mn0.0431Ti0.0345P0.1552O0.6207,Li2.3333Ni0.5Mn0.8333Ti0.6667P3O12,12.378912,0.11210036792584846
Li0.1207Ni0.0431Mn0.0259Ti0.0345P0.1552O0.6207,Li2.3333Ni0.8333Mn0.5Ti0.6667P3O12,13.373692,0.13917947405254497
Li0.1207Ni0.0517Mn0.0172Ti0.0345P0.1552O0.6207,Li2.3333Ni1.0Mn0.3333Ti0.6667P3O12,13.373692,0.19626090855391204
Li0.1207Ni0.0690Mn0.0000Ti0.0345P0.1552O0.6207,Li2.3333Ni1.3333Mn0.0Ti0.6667P3O12,13.441338,
Li0.1282Ni0.0000Mn0.0769Ti0.0256P0.1538O0.6154,Li2.5Ni0.0Mn1.5Ti0.5P3O12,7.5443654,
Li0.1282Ni0.0085Mn0.0684Ti0.0256P0.1538O0.6154,Li2.5Ni0.1667Mn1.3333Ti0.5P3O12,7.5443654,0.35907019537129964
Li0.1282Ni0.0171Mn0.0598Ti0.0256P0.1538O0.6154,Li2.5Ni0.3333Mn1.1667Ti0.5P3O12,7.5443654,0.6060555406930767
Li0.1282Ni0.0256Mn0.0513Ti0.0256P0.1538O0.6154,Li2.5Ni0.5Mn1.0Ti0.5P3O12,12.744197,0.7938353675200431
Li0.1282Ni0.0342Mn0.0427Ti0.0256P0.1538O0.6154,Li2.5Ni0.6667Mn0.8333Ti0.5P3O12,12.378912,0.11694206352483462
Li0.1282Ni0.0427Mn0.0342Ti0.0256P0.1538O0.6154,Li2.5Ni0.8333Mn0.6667Ti0.5P3O12,13.373692,0.12799541829934036
