formula,original_formula,thermal_expansion,li ion conductivity
Li0.1053Y0.0351Bi0.0175Ti0.0526P0.1579O0.6316,Li2.0Y0.6667Bi0.3333Ti1.0P3O12,8.253172,0.01772719655167582
Li0.1053Y0.0439Bi0.0088Ti0.0526P0.1579O0.6316,Li2.0Y0.8333Bi0.1667Ti1.0P3O12,8.253172,0.01634165121582656
Li0.1053Y0.0526Bi0.0000Ti0.0526P0.1579O0.6316,Li2.0Y1.0Bi0.0Ti1.0P3O12,8.253172,
Li0.1130Y0.0000Bi0.0609Ti0.0435P0.1565O0.6261,Li2.1667Y0.0Bi1.1667Ti0.8333P3O12,8.129335,
Li0.1130Y0.0087Bi0.0522Ti0.0435P0.1565O0.6261,Li2.1667Y0.1667Bi1.0Ti0.8333P3O12,8.129335,0.06645503407106666
Li0.1130Y0.0261Bi0.0348Ti0.0435P0.1565O0.6261,Li2.1667Y0.5Bi0.6667Ti0.8333P3O12,8.253172,4.031492804524131e-06
Li0.1130Y0.0348Bi0.0261Ti0.0435P0.1565O0.6261,Li2.1667Y0.6667Bi0.5Ti0.8333P3O12,8.253172,3.466751514878037e-06
Li0.1130Y0.0522Bi0.0087Ti0.0435P0.1565O0.6261,Li2.1667Y1.0Bi0.1667Ti0.8333P3O12,8.253172,0.01919448313409318
Li0.1130Y0.0609Bi0.0000Ti0.0435P0.1565O0.6261,Li2.1667Y1.1667Bi0.0Ti0.8333P3O12,7.013641,
Li0.1207Y0.0000Bi0.0690Ti0.0345P0.1552O0.6207,Li2.3333Y0.0Bi1.3333Ti0.6667P3O12,8.129335,
Li0.1207Y0.0172Bi0.0517Ti0.0345P0.1552O0.6207,Li2.3333Y0.3333Bi1.0Ti0.6667P3O12,8.253172,0.07523105167839801
Li0.1207Y0.0259Bi0.0431Ti0.0345P0.1552O0.6207,Li2.3333Y0.5Bi0.8333Ti0.6667P3O12,8.253172,3.1079060365135385e-06
Li0.1207Y0.0431Bi0.0259Ti0.0345P0.1552O0.6207,Li2.3333Y0.8333Bi0.5Ti0.6667P3O12,8.253172,2.3364372144208944e-06
Li0.1207Y0.0517Bi0.0172Ti0.0345P0.1552O0.6207,Li2.3333Y1.0Bi0.3333Ti0.6667P3O12,8.253172,0.02287096035083946
Li0.1207Y0.0690Bi0.0000Ti0.0345P0.1552O0.6207,Li2.3333Y1.3333Bi0.0Ti0.6667P3O12,7.013641,
Li0.1282Y0.0000Bi0.0769Ti0.0256P0.1538O0.6154,Li2.5Y0.0Bi1.5Ti0.5P3O12,8.129335,
Li0.1282Y0.0085Bi0.0684Ti0.0256P0.1538O0.6154,Li2.5Y0.1667Bi1.3333Ti0.5P3O12,8.129335,0.07685912872598082
Li0.1282Y0.0171Bi0.0598Ti0.0256P0.1538O0.6154,Li2.5Y0.3333Bi1.1667Ti0.5P3O12,8.253172,0.0814313054208542
Li0.1282Y0.0256Bi0.0513Ti0.0256P0.1538O0.6154,Li2.5Y0.5Bi1.0Ti0.5P3O12,8.253172,0.08281826080164856
Li0.1282Y0.0342Bi0.0427Ti0.0256P0.1538O0.6154,Li2.5Y0.6667Bi0.8333Ti0.5P3O12,8.253172,1.9563892554629104e-06
Li0.1282Y0.0427Bi0.0342Ti0.0256P0.1538O0.6154,Li2.5Y0.8333Bi0.6667Ti0.5P3O12,8.253172,1.7065596306161449e-06
Li0.1282Y0.0513Bi0.0256Ti0.0256P0.1538O0.6154,Li2.5Y1.0Bi0.5Ti0.5P3O12,8.253172,0.02818889234310024
Li0.1282Y0.0598Bi0.0171Ti0.0256P0.1538O0.6154,Li2.5Y1.1667Bi0.3333Ti0.5P3O12,7.0560336,0.024147840799548997
Li0.1282Y0.0684Bi0.0085Ti0.0256P0.1538O0.6154,Li2.5Y1.3333Bi0.1667Ti0.5P3O12,7.013641,0.020706777551935514
Li0.1282Y0.0769Bi0.0000Ti0.0256P0.1538O0.6154,Li2.5Y1.5Bi0.0Ti0.5P3O12,7.013641,
Li0.1356Y0.0000Bi0.0847Ti0.0169P0.1525O0.6102,Li2.6667Y0.0Bi1.6667Ti0.3333P3O12,8.129335,
Li0.1356Y0.0085Bi0.0763Ti0.0169P0.1525O0.6102,Li2.6667Y0.1667Bi1.5Ti0.3333P3O12,8.129335,0.08337095686317529
Li0.1356Y0.0254Bi0.0593Ti0.0169P0.1525O0.6102,Li2.6667Y0.5Bi1.1667Ti0.3333P3O12,8.253172,0.09042436694970218
Li0.1356Y0.0339Bi0.0508Ti0.0169P0.1525O0.6102,Li2.6667Y0.6667Bi1.0Ti0.3333P3O12,8.253172,0.09383676107464449
Li0.1356Y0.0508Bi0.0339Ti0.0169P0.1525O0.6102,Li2.6667Y1.0Bi0.6667Ti0.3333P3O12,8.253172,0.03344936179817853
Li0.1356Y0.0593Bi0.0254Ti0.0169P0.1525O0.6102,Li2.6667Y1.1667Bi0.5Ti0.3333P3O12,7.0560336,0.029601418503439197
Li0.1356Y0.0763Bi0.0085Ti0.0169P0.1525O0.6102,Li2.6667Y1.5Bi0.1667Ti0.3333P3O12,7.013641,0.02173115767862189
Li0.1356Y0.0847Bi0.0000Ti0.0169P0.1525O0.6102,Li2.6667Y1.6667Bi0.0Ti0.3333P3O12,7.013641,
Li0.1429Y0.0000Bi0.0924Ti0.0084P0.1513O0.6050,Li2.8333Y0.0Bi1.8333Ti0.1667P3O12,11.860868,
Li0.1429Y0.0168Bi0.0756Ti0.0084P0.1513O0.6050,Li2.8333Y0.3333Bi1.5Ti0.1667P3O12,11.984705,0.09665997044235386
Li0.1429Y0.0252Bi0.0672Ti0.0084P0.1513O0.6050,Li2.8333Y0.5Bi1.3333Ti0.1667P3O12,11.984705,0.10137734519254918
Li0.1429Y0.0420Bi0.0504Ti0.0084P0.1513O0.6050,Li2.8333Y0.8333Bi1.0Ti0.1667P3O12,11.984705,0.10983921438803779
Li0.1429Y0.0504Bi0.0420Ti0.0084P0.1513O0.6050,Li2.8333Y1.0Bi0.8333Ti0.1667P3O12,11.984705,0.03985448660180136
Li0.1429Y0.0672Bi0.0252Ti0.0084P0.1513O0.6050,Li2.8333Y1.3333Bi0.5Ti0.1667P3O12,10.745177,0.03248076459857689
Li0.1429Y0.0756Bi0.0168Ti0.0084P0.1513O0.6050,Li2.8333Y1.5Bi0.3333Ti0.1667P3O12,10.745177,0.028069769735185005
Li0.1429Y0.0924Bi0.0000Ti0.0084P0.1513O0.6050,Li2.8333Y1.8333Bi0.0Ti0.1667P3O12,10.745177,
Li0.1500Y0.0000Bi0.1000Ti0.0000P0.1500O0.6000,Li3.0Y0.0Bi2.0Ti0.0P3O12,14.981435,
Li0.1500Y0.0083Bi0.0917Ti0.0000P0.1500O0.6000,Li3.0Y0.1667Bi1.8333Ti0.0P3O12,15.206924,
Li0.1500Y0.0167Bi0.0833Ti0.0000P0.1500O0.6000,Li3.0Y0.3333Bi1.6667Ti0.0P3O12,15.330761,
Li0.1500Y0.0250Bi0.0750Ti0.0000P0.1500O0.6000,Li3.0Y0.5Bi1.5Ti0.0P3O12,15.330761,
Li0.1500Y0.0333Bi0.0667Ti0.0000P0.1500O0.6000,Li3.0Y0.6667Bi1.3333Ti0.0P3O12,15.330761,
Li0.1500Y0.0417Bi0.0583Ti0.0000P0.1500O0.6000,Li3.0Y0.8333Bi1.1667Ti0.0P3O12,15.330761,
Li0.1500Y0.0500Bi0.0500Ti0.0000P0.1500O0.6000,Li3.0Y1.0Bi1.0Ti0.0P3O12,15.330761,
Li0.1500Y0.0583Bi0.0417Ti0.0000P0.1500O0.6000,Li3.0Y1.1667Bi0.8333Ti0.0P3O12,15.330761,
Li0.1500Y0.0667Bi0.0333Ti0.0000P0.1500O0.6000,Li3.0Y1.3333Bi0.6667Ti0.0P3O12,14.091233,
Li0.1500Y0.0750Bi0.0250Ti0.0000P0.1500O0.6000,Li3.0Y1.5Bi0.5Ti0.0P3O12,14.091233,
Li0.1500Y0.0833Bi0.0167Ti0.0000P0.1500O0.6000,Li3.0Y1.6667Bi0.3333Ti0.0P3O12,14.091233,
Li0.1500Y0.0917Bi0.0083Ti0.0000P0.1500O0.6000,Li3.0Y1.8333Bi0.1667Ti0.0P3O12,14.091233,
Li0.1500Y0.1000Bi0.0000Ti0.0000P0.1500O0.6000,Li3.0Y2.0Bi0.0Ti0.0P3O12,14.091233,
Li0.0556Hf0.0000Al0.0000Ti0.1111P0.1667O0.6667,Li1.0Hf0.0Al0.0Ti2.0P3O12,7.7087817,
Li0.0642Hf0.0000Al0.0092Ti0.1009P0.1651O0.6605,Li1.1667Hf0.0Al0.1667Ti1.8333P3O12,7.7087817,
Li0.0642Hf0.0092Al0.0000Ti0.1009P0.1651O0.6605,Li1.1667Hf0.1667Al0.0Ti1.8333P3O12,7.7087817,
Li0.0727Hf0.0000Al0.0182Ti0.0909P0.1636O0.6545,Li1.3333Hf0.0Al0.3333Ti1.6667P3O12,9.113234,
Li0.0727Hf0.0182Al0.0000Ti0.0909P0.1636O0.6545,Li1.3333Hf0.3333Al0.0Ti1.6667P3O12,7.7087817,
Li0.0811Hf0.0000Al0.0270Ti0.0811P0.1622O0.6486,Li1.5Hf0.0Al0.5Ti1.5P3O12,9.155256,
Li0.0811Hf0.0090Al0.0180Ti0.0811P0.1622O0.6486,Li1.5Hf0.1667Al0.3333Ti1.5P3O12,9.155256,0.11796625517284148
Li0.0811Hf0.0180Al0.0090Ti0.0811P0.1622O0.6486,Li1.5Hf0.3333Al0.1667Ti1.5P3O12,7.750805,0.149114654640744
Li0.0811Hf0.0270Al0.0000Ti0.0811P0.1622O0.6486,Li1.5Hf0.5Al0.0Ti1.5P3O12,7.750805,
Li0.0893Hf0.0000Al0.0357Ti0.0714P0.1607O0.6429,Li1.6667Hf0.0Al0.6667Ti1.3333P3O12,9.533785,
Li0.0893Hf0.0089Al0.0268Ti0.0714P0.1607O0.6429,Li1.6667Hf0.1667Al0.5Ti1.3333P3O12,9.533785,0.12778479129869094
Li0.0893Hf0.0268Al0.0089Ti0.0714P0.1607O0.6429,Li1.6667Hf0.5Al0.1667Ti1.3333P3O12,8.129335,0.18115693824076315
Li0.0893Hf0.0357Al0.0000Ti0.0714P0.1607O0.6429,Li1.6667Hf0.6667Al0.0Ti1.3333P3O12,8.1233835,
Li0.0973Hf0.0000Al0.0442Ti0.0619P0.1593O0.6372,Li1.8333Hf0.0Al0.8333Ti1.1667P3O12,9.533785,
Li0.0973Hf0.0177Al0.0265Ti0.0619P0.1593O0.6372,Li1.8333Hf0.3333Al0.5Ti1.1667P3O12,9.533785,0.16562048992403988
Li0.0973Hf0.0265Al0.0177Ti0.0619P0.1593O0.6372,Li1.8333Hf0.5Al0.3333Ti1.1667P3O12,9.533785,0.18151880467479195
Li0.0973Hf0.0442Al0.0000Ti0.0619P0.1593O0.6372,Li1.8333Hf0.8333Al0.0Ti1.1667P3O12,8.1233835,
Li0.1053Hf0.0000Al0.0526Ti0.0526P0.1579O0.6316,Li2.0Hf0.0Al1.0Ti1.0P3O12,9.533785,
Li0.1053Hf0.0088Al0.0439Ti0.0526P0.1579O0.6316,Li2.0Hf0.1667Al0.8333Ti1.0P3O12,9.533785,0.14805392694658912
Li0.1053Hf0.0175Al0.0351Ti0.0526P0.1579O0.6316,Li2.0Hf0.3333Al0.6667Ti1.0P3O12,9.533785,0.1772698246057329
Li0.1053Hf0.0263Al0.0263Ti0.0526P0.1579O0.6316,Li2.0Hf0.5Al0.5Ti1.0P3O12,9.533785,0.19108197480229944
Li0.1053Hf0.0351Al0.0175Ti0.0526P0.1579O0.6316,Li2.0Hf0.6667Al0.3333Ti1.0P3O12,8.1233835,0.20545432689840534
Li0.1053Hf0.0439Al0.0088Ti0.0526P0.1579O0.6316,Li2.0Hf0.8333Al0.1667Ti1.0P3O12,8.1233835,0.22507578680653537
Li0.1053Hf0.0526Al0.0000Ti0.0526P0.1579O0.6316,Li2.0Hf1.0Al0.0Ti1.0P3O12,8.1233835,
Li0.1130Hf0.0000Al0.0609Ti0.0435P0.1565O0.6261,Li2.1667Hf0.0Al1.1667Ti0.8333P3O12,9.286814,
Li0.1130Hf0.0087Al0.0522Ti0.0435P0.1565O0.6261,Li2.1667Hf0.1667Al1.0Ti0.8333P3O12,9.533785,0.0845785818599436
Li0.1130Hf0.0261Al0.0348Ti0.0435P0.1565O0.6261,Li2.1667Hf0.5Al0.6667Ti0.8333P3O12,9.533785,0.04051803478978963
Li0.1130Hf0.0348Al0.0261Ti0.0435P0.1565O0.6261,Li2.1667Hf0.6667Al0.5Ti0.8333P3O12,9.530186,0.042847321282467106
Li0.1130Hf0.0522Al0.0087Ti0.0435P0.1565O0.6261,Li2.1667Hf1.0Al0.1667Ti0.8333P3O12,8.1233835,0.011713057438911762
Li0.1130Hf0.0609Al0.0000Ti0.0435P0.1565O0.6261,Li2.1667Hf1.1667Al0.0Ti0.8333P3O12,7.980404,
Li0.1207Hf0.0000Al0.0690Ti0.0345P0.1552O0.6207,Li2.3333Hf0.0Al1.3333Ti0.6667P3O12,9.286814,
Li0.1207Hf0.0172Al0.0517Ti0.0345P0.1552O0.6207,Li2.3333Hf0.3333Al1.0Ti0.6667P3O12,9.533785,0.10646717214389771
Li0.1207Hf0.0259Al0.0431Ti0.0345P0.1552O0.6207,Li2.3333Hf0.5Al0.8333Ti0.6667P3O12,9.533785,0.03858607019261136
Li0.1207Hf0.0431Al0.0259Ti0.0345P0.1552O0.6207,Li2.3333Hf0.8333Al0.5Ti0.6667P3O12,9.530186,0.041093429942262456
Li0.1207Hf0.0517Al0.0172Ti0.0345P0.1552O0.6207,Li2.3333Hf1.0Al0.3333Ti0.6667P3O12,8.1233835,0.020647070324439916
Li0.1207Hf0.0690Al0.0000Ti0.0345P0.1552O0.6207,Li2.3333Hf1.3333Al0.0Ti0.6667P3O12,7.980404,
Li0.1282Hf0.0000Al0.0769Ti0.0256P0.1538O0.6154,Li2.5Hf0.0Al1.5Ti0.5P3O12,9.286814,
Li0.1282Hf0.0085Al0.0684Ti0.0256P0.1538O0.6154,Li2.5Hf0.1667Al1.3333Ti0.5P3O12,9.286814,0.08861259623243246
Li0.1282Hf0.0171Al0.0598Ti0.0256P0.1538O0.6154,Li2.5Hf0.3333Al1.1667Ti0.5P3O12,9.286814,0.10907853011886487
Li0.1282Hf0.0256Al0.0513Ti0.0256P0.1538O0.6154,Li2.5Hf0.5Al1.0Ti0.5P3O12,9.533785,0.11063538538376336
Li0.1282Hf0.0342Al0.0427Ti0.0256P0.1538O0.6154,Li2.5Hf0.6667Al0.8333Ti0.5P3O12,9.530186,0.03681742332142111
Li0.1282Hf0.0427Al0.0342Ti0.0256P0.1538O0.6154,Li2.5Hf0.8333Al0.6667Ti0.5P3O12,9.530186,0.03748193653706335
Li0.1282Hf0.0513Al0.0256Ti0.0256P0.1538O0.6154,Li2.5Hf1.0Al0.5Ti0.5P3O12,9.530186,0.03468746617733728
Li0.1282Hf0.0598Al0.0171Ti0.0256P0.1538O0.6154,Li2.5Hf1.1667Al0.3333Ti0.5P3O12,7.980404,0.024996083743538428
Li0.1282Hf0.0684Al0.0085Ti0.0256P0.1538O0.6154,Li2.5Hf1.3333Al0.1667Ti0.5P3O12,7.980404,0.01540095613834828
Li0.1282Hf0.0769Al0.0000Ti0.0256P0.1538O0.6154,Li2.5Hf1.5Al0.0Ti0.5P3O12,7.980404,
Li0.1356Hf0.0000Al0.0847Ti0.0169P0.1525O0.6102,Li2.6667Hf0.0Al1.6667Ti0.3333P3O12,9.286814,
Li0.1356Hf0.0085Al0.0763Ti0.0169P0.1525O0.6102,Li2.6667Hf0.1667Al1.5Ti0.3333P3O12,9.286814,0.09334167866291068
Li0.1356Hf0.0254Al0.0593Ti0.0169P0.1525O0.6102,Li2.6667Hf0.5Al1.1667Ti0.3333P3O12,9.286814,0.12074147834430299
Li0.1356Hf0.0339Al0.0508Ti0.0169P0.1525O0.6102,Li2.6667Hf0.6667Al1.0Ti0.3333P3O12,9.530186,0.11748709296629163
Li0.1356Hf0.0508Al0.0339Ti0.0169P0.1525O0.6102,Li2.6667Hf1.0Al0.6667Ti0.3333P3O12,9.530186,0.05493354752443118
Li0.1356Hf0.0593Al0.0254Ti0.0169P0.1525O0.6102,Li2.6667Hf1.1667Al0.5Ti0.3333P3O12,9.387206,0.045263027482560204
Li0.1356Hf0.0763Al0.0085Ti0.0169P0.1525O0.6102,Li2.6667Hf1.5Al0.1667Ti0.3333P3O12,7.980404,0.019297985288982
Li0.1356Hf0.0847Al0.0000Ti0.0169P0.1525O0.6102,Li2.6667Hf1.6667Al0.0Ti0.3333P3O12,7.980404,
Li0.1429Hf0.0000Al0.0924Ti0.0084P0.1513O0.6050,Li2.8333Hf0.0Al1.8333Ti0.1667P3O12,13.018343,
Li0.1429Hf0.0168Al0.0756Ti0.0084P0.1513O0.6050,Li2.8333Hf0.3333Al1.5Ti0.1667P3O12,13.018343,0.12384346540580277
Li0.1429Hf0.0252Al0.0672Ti0.0084P0.1513O0.6050,Li2.8333Hf0.5Al1.3333Ti0.1667P3O12,13.018343,0.13551126891703014
Li0.1429Hf0.0420Al0.0504Ti0.0084P0.1513O0.6050,Li2.8333Hf0.8333Al1.0Ti0.1667P3O12,13.261715,0.13298332209882746
Li0.1429Hf0.0504Al0.0420Ti0.0084P0.1513O0.6050,Li2.8333Hf1.0Al0.8333Ti0.1667P3O12,13.261715,0.10328854341384563
Li0.1429Hf0.0672Al0.0252Ti0.0084P0.1513O0.6050,Li2.8333Hf1.3333Al0.5Ti0.1667P3O12,13.118735,0.07321485860687359
Li0.1429Hf0.0756Al0.0168Ti0.0084P0.1513O0.6050,Li2.8333Hf1.5Al0.3333Ti0.1667P3O12,11.711937,0.05157696109437694
Li0.1429Hf0.0924Al0.0000Ti0.0084P0.1513O0.6050,Li2.8333Hf1.8333Al0.0Ti0.1667P3O12,9.871589,
Li0.1500Hf0.0000Al0.1000Ti0.0000P0.1500O0.6000,Li3.0Hf0.0Al2.0Ti0.0P3O12,15.867943,
Li0.1500Hf0.0083Al0.0917Ti0.0000P0.1500O0.6000,Li3.0Hf0.1667Al1.8333Ti0.0P3O12,15.070612,
Li0.1500Hf0.0167Al0.0833Ti0.0000P0.1500O0.6000,Li3.0Hf0.3333Al1.6667Ti0.0P3O12,15.070612,
Li0.1500Hf0.0250Al0.0750Ti0.0000P0.1500O0.6000,Li3.0Hf0.5Al1.5Ti0.0P3O12,15.070612,
Li0.1500Hf0.0333Al0.0667Ti0.0000P0.1500O0.6000,Li3.0Hf0.6667Al1.3333Ti0.0P3O12,15.067013,
Li0.1500Hf0.0417Al0.0583Ti0.0000P0.1500O0.6000,Li3.0Hf0.8333Al1.1667Ti0.0P3O12,15.313983,
Li0.1500Hf0.0500Al0.0500Ti0.0000P0.1500O0.6000,Li3.0Hf1.0Al1.0Ti0.0P3O12,15.313983,
Li0.1500Hf0.0583Al0.0417Ti0.0000P0.1500O0.6000,Li3.0Hf1.1667Al0.8333Ti0.0P3O12,15.313983,
Li0.1500Hf0.0667Al0.0333Ti0.0000P0.1500O0.6000,Li3.0Hf1.3333Al0.6667Ti0.0P3O12,15.171003,
Li0.1500Hf0.0750Al0.0250Ti0.0000P0.1500O0.6000,Li3.0Hf1.5Al0.5Ti0.0P3O12,15.171003,
Li0.1500Hf0.0833Al0.0167Ti0.0000P0.1500O0.6000,Li3.0Hf1.6667Al0.3333Ti0.0P3O12,15.057993,
Li0.1500Hf0.0917Al0.0083Ti0.0000P0.1500O0.6000,Li3.0Hf1.8333Al0.1667Ti0.0P3O12,13.217646,
Li0.1500Hf0.1000Al0.0000Ti0.0000P0.1500O0.6000,Li3.0Hf2.0Al0.0Ti0.0P3O12,13.217646,
Li0.0556Hf0.0000As0.0000Ti0.1111P0.1667O0.6667,Li1.0Hf0.0As0.0Ti2.0P3O12,7.7087817,
Li0.0642Hf0.0000As0.0092Ti0.1009P0.1651O0.6605,Li1.1667Hf0.0As0.1667Ti1.8333P3O12,7.7087817,
Li0.0642Hf0.0092As0.0000Ti0.1009P0.1651O0.6605,Li1.1667Hf0.1667As0.0Ti1.8333P3O12,7.7087817,
Li0.0727Hf0.0000As0.0182Ti0.0909P0.1636O0.6545,Li1.3333Hf0.0As0.3333Ti1.6667P3O12,7.7087817,
Li0.0727Hf0.0182As0.0000Ti0.0909P0.1636O0.6545,Li1.3333Hf0.3333As0.0Ti1.6667P3O12,7.7087817,
Li0.0811Hf0.0000As0.0270Ti0.0811P0.1622O0.6486,Li1.5Hf0.0As0.5Ti1.5P3O12,7.750805,
Li0.0811Hf0.0090As0.0180Ti0.0811P0.1622O0.6486,Li1.5Hf0.1667As0.3333Ti1.5P3O12,7.750805,0.06962731306998193
Li0.0811Hf0.0180As0.0090Ti0.0811P0.1622O0.6486,Li1.5Hf0.3333As0.1667Ti1.5P3O12,7.750805,0.0976172904872484
Li0.0811Hf0.0270As0.0000Ti0.0811P0.1622O0.6486,Li1.5Hf0.5As0.0Ti1.5P3O12,7.750805,
Li0.0893Hf0.0000As0.0357Ti0.0714P0.1607O0.6429,Li1.6667Hf0.0As0.6667Ti1.3333P3O12,8.129335,
Li0.0893Hf0.0089As0.0268Ti0.0714P0.1607O0.6429,Li1.6667Hf0.1667As0.5Ti1.3333P3O12,8.129335,0.07172427400499305
Li0.0893Hf0.0268As0.0089Ti0.0714P0.1607O0.6429,Li1.6667Hf0.5As0.1667Ti1.3333P3O12,8.129335,0.11131791311804123
Li0.0893Hf0.0357As0.0000Ti0.0714P0.1607O0.6429,Li1.6667Hf0.6667As0.0Ti1.3333P3O12,8.1233835,
Li0.0973Hf0.0000As0.0442Ti0.0619P0.1593O0.6372,Li1.8333Hf0.0As0.8333Ti1.1667P3O12,8.129335,
Li0.0973Hf0.0177As0.0265Ti0.0619P0.1593O0.6372,Li1.8333Hf0.3333As0.5Ti1.1667P3O12,8.129335,0.09386478894993441
Li0.0973Hf0.0265As0.0177Ti0.0619P0.1593O0.6372,Li1.8333Hf0.5As0.3333Ti1.1667P3O12,8.129335,0.10326722504678677
Li0.0973Hf0.0442As0.0000Ti0.0619P0.1593O0.6372,Li1.8333Hf0.8333As0.0Ti1.1667P3O12,8.1233835,
Li0.1053Hf0.0000As0.0526Ti0.0526P0.1579O0.6316,Li2.0Hf0.0As1.0Ti1.0P3O12,8.129335,
Li0.1053Hf0.0088As0.0439Ti0.0526P0.1579O0.6316,Li2.0Hf0.1667As0.8333Ti1.0P3O12,8.129335,0.0790135800825342
Li0.1053Hf0.0175As0.0351Ti0.0526P0.1579O0.6316,Li2.0Hf0.3333As0.6667Ti1.0P3O12,8.129335,0.09855703507785805
Li0.1053Hf0.0263As0.0263Ti0.0526P0.1579O0.6316,Li2.0Hf0.5As0.5Ti1.0P3O12,8.129335,0.09957533564769928
Li0.1053Hf0.0351As0.0175Ti0.0526P0.1579O0.6316,Li2.0Hf0.6667As0.3333Ti1.0P3O12,8.1233835,0.09912417391499063
Li0.1053Hf0.0439As0.0088Ti0.0526P0.1579O0.6316,Li2.0Hf0.8333As0.1667Ti1.0P3O12,8.1233835,0.10862443587045066
Li0.1053Hf0.0526As0.0000Ti0.0526P0.1579O0.6316,Li2.0Hf1.0As0.0Ti1.0P3O12,8.1233835,
Li0.1130Hf0.0000As0.0609Ti0.0435P0.1565O0.6261,Li2.1667Hf0.0As1.1667Ti0.8333P3O12,8.129335,
Li0.1130Hf0.0087As0.0522Ti0.0435P0.1565O0.6261,Li2.1667Hf0.1667As1.0Ti0.8333P3O12,8.129335,0.030572339521321625
Li0.1130Hf0.0261As0.0348Ti0.0435P0.1565O0.6261,Li2.1667Hf0.5As0.6667Ti0.8333P3O12,8.129335,0.001120103700452351
Li0.1130Hf0.0348As0.0261Ti0.0435P0.1565O0.6261,Li2.1667Hf0.6667As0.5Ti0.8333P3O12,8.1233835,0.001120332472371671
Li0.1130Hf0.0522As0.0087Ti0.0435P0.1565O0.6261,Li2.1667Hf1.0As0.1667Ti0.8333P3O12,8.1233835,0.18519779944156428
Li0.1130Hf0.0609As0.0000Ti0.0435P0.1565O0.6261,Li2.1667Hf1.1667As0.0Ti0.8333P3O12,7.980404,
Li0.1207Hf0.0000As0.0690Ti0.0345P0.1552O0.6207,Li2.3333Hf0.0As1.3333Ti0.6667P3O12,8.129335,
Li0.1207Hf0.0172As0.0517Ti0.0345P0.1552O0.6207,Li2.3333Hf0.3333As1.0Ti0.6667P3O12,8.129335,0.0356864695928142
Li0.1207Hf0.0259As0.0431Ti0.0345P0.1552O0.6207,Li2.3333Hf0.5As0.8333Ti0.6667P3O12,8.129335,0.0009324211628577094
Li0.1207Hf0.0431As0.0259Ti0.0345P0.1552O0.6207,Li2.3333Hf0.8333As0.5Ti0.6667P3O12,8.1233835,0.0008895397177405437
Li0.1207Hf0.0517As0.0172Ti0.0345P0.1552O0.6207,Li2.3333Hf1.0As0.3333Ti0.6667P3O12,8.1233835,0.19580428648162138
Li0.1207Hf0.0690As0.0000Ti0.0345P0.1552O0.6207,Li2.3333Hf1.3333As0.0Ti0.6667P3O12,7.980404,
Li0.1282Hf0.0000As0.0769Ti0.0256P0.1538O0.6154,Li2.5Hf0.0As1.5Ti0.5P3O12,8.129335,
Li0.1282Hf0.0085As0.0684Ti0.0256P0.1538O0.6154,Li2.5Hf0.1667As1.3333Ti0.5P3O12,8.129335,0.030979715348116207
Li0.1282Hf0.0171As0.0598Ti0.0256P0.1538O0.6154,Li2.5Hf0.3333As1.1667Ti0.5P3O12,8.129335,0.03640699909554837
Li0.1282Hf0.0256As0.0513Ti0.0256P0.1538O0.6154,Li2.5Hf0.5As1.0Ti0.5P3O12,8.129335,0.036744449565348815
Li0.1282Hf0.0342As0.0427Ti0.0256P0.1538O0.6154,Li2.5Hf0.6667As0.8333Ti0.5P3O12,8.1233835,0.0007202699695945622
Li0.1282Hf0.0427As0.0342Ti0.0256P0.1538O0.6154,Li2.5Hf0.8333As0.6667Ti0.5P3O12,8.1233835,0.0006909840171275877
Li0.1282Hf0.0513As0.0256Ti0.0256P0.1538O0.6154,Li2.5Hf1.0As0.5Ti0.5P3O12,8.1233835,0.19320977733281047
Li0.1282Hf0.0598As0.0171Ti0.0256P0.1538O0.6154,Li2.5Hf1.1667As0.3333Ti0.5P3O12,7.980404,0.19987780016712192
Li0.1282Hf0.0684As0.0085Ti0.0256P0.1538O0.6154,Li2.5Hf1.3333As0.1667Ti0.5P3O12,7.980404,0.19533328462377986
Li0.1282Hf0.0769As0.0000Ti0.0256P0.1538O0.6154,Li2.5Hf1.5As0.0Ti0.5P3O12,7.980404,
Li0.1356Hf0.0000As0.0847Ti0.0169P0.1525O0.6102,Li2.6667Hf0.0As1.6667Ti0.3333P3O12,8.129335,
Li0.1356Hf0.0085As0.0763Ti0.0169P0.1525O0.6102,Li2.6667Hf0.1667As1.5Ti0.3333P3O12,8.129335,0.03161749954641912
Li0.1356Hf0.0254As0.0593Ti0.0169P0.1525O0.6102,Li2.6667Hf0.5As1.1667Ti0.3333P3O12,8.129335,0.03930347255337815
Li0.1356Hf0.0339As0.0508Ti0.0169P0.1525O0.6102,Li2.6667Hf0.6667As1.0Ti0.3333P3O12,8.1233835,0.03734522729173783
Li0.1356Hf0.0508As0.0339Ti0.0169P0.1525O0.6102,Li2.6667Hf1.0As0.6667Ti0.3333P3O12,8.1233835,0.19237333676419335
Li0.1356Hf0.0593As0.0254Ti0.0169P0.1525O0.6102,Li2.6667Hf1.1667As0.5Ti0.3333P3O12,7.980404,0.20630663999536203
Li0.1356Hf0.0763As0.0085Ti0.0169P0.1525O0.6102,Li2.6667Hf1.5As0.1667Ti0.3333P3O12,7.980404,0.21093002445176812
Li0.1356Hf0.0847As0.0000Ti0.0169P0.1525O0.6102,Li2.6667Hf1.6667As0.0Ti0.3333P3O12,7.980404,
