max_depth,MAE
270,2.7391191626652858
271,2.7391191626652858
272,2.7391191626652858
273,2.7391191626652858
274,2.7391191626652858
275,2.7391191626652858
276,2.7391191626652858
277,2.7391191626652858
278,2.7391191626652858
279,2.7391191626652858
280,2.7391191626652858
281,2.7391191626652858
282,2.7391191626652858
283,2.7391191626652858
284,2.7391191626652858
285,2.7391191626652858
286,2.7391191626652858
287,2.7391191626652858
288,2.7391191626652858
289,2.7391191626652858
290,2.7391191626652858
291,2.7391191626652858
292,2.7391191626652858
293,2.7391191626652858
294,2.7391191626652858
295,2.7391191626652858
296,2.7391191626652858
297,2.7391191626652858
298,2.7391191626652858
299,2.7391191626652858
300,2.7391191626652858
