leaf_size,mse
139,21.832599987655392
140,21.832599987655392
141,21.832599987655392
142,21.832599987655392
143,21.832599987655392
144,21.832599987655392
145,21.832599987655392
146,21.832599987655392
147,21.832599987655392
148,21.832599987655392
149,21.832599987655392
150,21.832599987655392
151,21.832599987655392
152,21.832599987655392
153,21.832599987655392
154,21.832599987655392
155,21.832599987655392
156,21.832599987655392
157,21.832599987655392
158,21.832599987655392
159,21.832599987655392
160,21.832599987655392
161,21.832599987655392
162,21.832599987655392
163,21.832599987655392
164,21.832599987655392
165,21.832599987655392
166,21.832599987655392
167,21.832599987655392
168,21.832599987655392
169,21.832599987655392
170,21.832599987655392
171,21.832599987655392
172,21.832599987655392
173,21.832599987655392
174,21.832599987655392
175,21.832599987655392
176,21.832599987655392
177,21.832599987655392
178,21.832599987655392
179,21.832599987655392
180,21.832599987655392
181,21.832599987655392
182,21.832599987655392
183,21.832599987655392
184,21.832599987655392
185,21.832599987655392
186,21.832599987655392
187,21.832599987655392
188,21.832599987655392
189,21.832599987655392
190,21.832599987655392
191,21.832599987655392
192,21.832599987655392
193,21.832599987655392
194,21.832599987655392
195,21.832599987655392
196,21.832599987655392
197,21.832599987655392
198,21.832599987655392
199,21.832599987655392
200,21.832599987655392
201,21.832599987655392
202,21.832599987655392
203,21.832599987655392
204,21.832599987655392
205,21.832599987655392
206,21.832599987655392
207,21.832599987655392
208,21.832599987655392
209,21.832599987655392
210,21.832599987655392
211,21.832599987655392
212,21.832599987655392
213,21.832599987655392
214,21.832599987655392
215,21.832599987655392
216,21.832599987655392
217,21.832599987655392
218,21.832599987655392
219,21.832599987655392
220,21.832599987655392
221,21.832599987655392
222,21.832599987655392
223,21.832599987655392
224,21.832599987655392
225,21.832599987655392
226,21.832599987655392
227,21.832599987655392
228,21.832599987655392
229,21.832599987655392
230,21.832599987655392
231,21.832599987655392
232,21.832599987655392
233,21.832599987655392
234,21.832599987655392
235,21.832599987655392
236,21.832599987655392
237,21.832599987655392
238,21.832599987655392
239,21.832599987655392
240,21.832599987655392
241,21.832599987655392
242,21.832599987655392
243,21.832599987655392
244,21.832599987655392
245,21.832599987655392
246,21.832599987655392
247,21.832599987655392
248,21.832599987655392
249,21.832599987655392
250,21.832599987655392
251,21.832599987655392
252,21.832599987655392
253,21.832599987655392
254,21.832599987655392
255,21.832599987655392
256,21.832599987655392
257,21.832599987655392
258,21.832599987655392
259,21.832599987655392
260,21.832599987655392
261,21.832599987655392
262,21.832599987655392
263,21.832599987655392
264,21.832599987655392
265,21.832599987655392
266,21.832599987655392
267,21.832599987655392
268,21.832599987655392
269,21.832599987655392
270,21.832599987655392
271,21.832599987655392
272,21.832599987655392
273,21.832599987655392
274,21.832599987655392
275,21.832599987655392
276,21.832599987655392
277,21.832599987655392
278,21.832599987655392
279,21.832599987655392
280,21.832599987655392
281,21.832599987655392
282,21.832599987655392
283,21.832599987655392
284,21.832599987655392
285,21.832599987655392
286,21.832599987655392
287,21.832599987655392
288,21.832599987655392
289,21.832599987655392
290,21.832599987655392
291,21.832599987655392
292,21.832599987655392
293,21.832599987655392
294,21.832599987655392
295,21.832599987655392
296,21.832599987655392
297,21.832599987655392
298,21.832599987655392
299,21.832599987655392
300,21.832599987655392
