min_samples_leaf,mse
149,98.68372203279337
150,98.68372203279337
151,98.68372203279337
152,98.68372203279337
153,98.68372203279337
154,98.68372203279337
155,98.68372203279337
156,98.68372203279337
157,98.68372203279337
158,98.68372203279337
159,98.68372203279337
160,98.68372203279337
161,98.68372203279337
162,98.68372203279337
163,98.68372203279337
164,98.68372203279337
165,98.68372203279337
166,98.68372203279337
167,98.68372203279337
168,98.68372203279337
169,98.68372203279337
170,98.68372203279337
171,98.68372203279337
172,98.68372203279337
173,98.68372203279337
174,98.68372203279337
175,98.68372203279337
176,98.68372203279337
177,98.68372203279337
178,98.68372203279337
179,98.68372203279337
180,98.68372203279337
181,98.68372203279337
182,98.68372203279337
183,98.68372203279337
184,98.68372203279337
185,98.68372203279337
186,98.68372203279337
187,98.68372203279337
188,98.68372203279337
189,98.68372203279337
190,98.68372203279337
191,98.68372203279337
192,98.68372203279337
193,98.68372203279337
194,98.68372203279337
195,98.68372203279337
196,98.68372203279337
197,98.68372203279337
198,98.68372203279337
199,98.68372203279337
200,98.68372203279337
201,98.68372203279337
202,98.68372203279337
203,98.68372203279337
204,98.68372203279337
205,98.68372203279337
206,98.68372203279337
207,98.68372203279337
208,98.68372203279337
209,98.68372203279337
210,98.68372203279337
211,98.68372203279337
212,98.68372203279337
213,98.68372203279337
214,98.68372203279337
215,98.68372203279337
216,98.68372203279337
217,98.68372203279337
218,98.68372203279337
219,98.68372203279337
220,98.68372203279337
221,98.68372203279337
222,98.68372203279337
223,98.68372203279337
224,98.68372203279337
225,98.68372203279337
226,98.68372203279337
227,98.68372203279337
228,98.68372203279337
229,98.68372203279337
230,98.68372203279337
231,98.68372203279337
232,98.68372203279337
233,98.68372203279337
234,98.68372203279337
235,98.68372203279337
236,98.68372203279337
237,98.68372203279337
238,98.68372203279337
239,98.68372203279337
240,98.68372203279337
241,98.68372203279337
242,98.68372203279337
243,98.68372203279337
244,98.68372203279337
245,98.68372203279337
246,98.68372203279337
247,98.68372203279337
248,98.68372203279337
249,98.68372203279337
250,98.68372203279337
251,98.68372203279337
252,98.68372203279337
253,98.68372203279337
254,98.68372203279337
255,98.68372203279337
256,98.68372203279337
257,98.68372203279337
258,98.68372203279337
259,98.68372203279337
260,98.68372203279337
261,98.68372203279337
262,98.68372203279337
263,98.68372203279337
264,98.68372203279337
265,98.68372203279337
266,98.68372203279337
267,98.68372203279337
268,98.68372203279337
269,98.68372203279337
270,98.68372203279337
271,98.68372203279337
272,98.68372203279337
273,98.68372203279337
274,98.68372203279337
275,98.68372203279337
276,98.68372203279337
277,98.68372203279337
278,98.68372203279337
279,98.68372203279337
280,98.68372203279337
281,98.68372203279337
282,98.68372203279337
283,98.68372203279337
284,98.68372203279337
285,98.68372203279337
286,98.68372203279337
287,98.68372203279337
288,98.68372203279337
289,98.68372203279337
290,98.68372203279337
291,98.68372203279337
292,98.68372203279337
293,98.68372203279337
294,98.68372203279337
295,98.68372203279337
296,98.68372203279337
297,98.68372203279337
298,98.68372203279337
299,98.68372203279337
300,98.68372203279337
